"customerkey","geographykey","customername","geographykey-2","city","state","countryregioncode","country","postalcode"
14064,27,"Stacey Li",27,"Townsville","Queensland","AU","Australia","4810"
14065,23,"Samuel Diaz",23,"Gold Coast","Queensland","AU","Australia","4217"
14066,34,"Melody S Jimenez",34,"Geelong","Victoria","AU","Australia","3220"
14067,35,"Larry Sanz",35,"Melbourne","Victoria","AU","Australia","3000"
14068,12,"Brent McDonald",12,"North Sydney","New South Wales","AU","Australia","2055"
14069,12,"Joy L Serrano",12,"North Sydney","New South Wales","AU","Australia","2055"
14070,38,"Ricky S Alonso",38,"South Melbourne","Victoria","AU","Australia","3205"
14071,26,"Jack J Li",26,"Rockhampton","Queensland","AU","Australia","4700"
14072,21,"Allen Smith",21,"Caloundra","Queensland","AU","Australia","4551"
14073,34,"Gabriel C Alexander",34,"Geelong","Victoria","AU","Australia","3220"
14074,23,"Barbara Xu",23,"Gold Coast","Queensland","AU","Australia","4217"
14075,331,"Robert A Harris",331,"La Jolla","California","US","United States","92806"
14076,536,"Justin J Ross",536,"Beaverton","Oregon","US","United States","97005"
14077,62,"Bryan Townsend",62,"Royal Oak","British Columbia","CA","Canada","V8X"
14078,50,"Ryan J Alexander",50,"Haney","British Columbia","CA","Canada","V2W 1W2"
14079,53,"Lauren J Price",53,"Metchosin","British Columbia","CA","Canada","V9"
14080,536,"Cynthia Srini",536,"Beaverton","Oregon","US","United States","97005"
14081,348,"Nicole J Butler",348,"Oakland","California","US","United States","94611"
14082,536,"Johnny L Jai",536,"Beaverton","Oregon","US","United States","97005"
14083,623,"Nathan Lopez",623,"Kirkland","Washington","US","United States","98033"
14084,50,"Robert L Lal",50,"Haney","British Columbia","CA","Canada","V2W 1W2"
14085,618,"Nathan W Garcia",618,"Issaquah","Washington","US","United States","98027"
14086,20,"Maurice L Chander",20,"Brisbane","Queensland","AU","Australia","4000"
14087,27,"Harold K Garcia",27,"Townsville","Queensland","AU","Australia","4810"
14088,553,"Alexandra Lopez",553,"Woodburn","Oregon","US","United States","97071"
14089,316,"Kaitlyn L Gray",316,"El Cajon","California","US","United States","92020"
14090,314,"Jennifer Lewis",314,"Daly City","California","US","United States","94015"
14091,54,"Logan A Thomas",54,"N. Vancouver","British Columbia","CA","Canada","V7L 4J4"
14092,609,"Maurice Nath",609,"Bellingham","Washington","US","United States","98225"
14093,300,"Jillian J Arthur",300,"Beverly Hills","California","US","United States","90210"
14094,383,"Amanda Russell",383,"West Covina","California","US","United States","91791"
14095,343,"Paige Griffin",343,"National City","California","US","United States","91950"
14096,62,"Samuel D Green",62,"Royal Oak","British Columbia","CA","Canada","V8X"
14097,607,"Johnathan Srini",607,"Ballard","Washington","US","United States","98107"
14098,618,"Allison D Lopez",618,"Issaquah","Washington","US","United States","98027"
14099,13,"Rafael Lin",13,"Port Macquarie","New South Wales","AU","Australia","2444"
14100,39,"Alisha Xu",39,"Sunbury","Victoria","AU","Australia","3429"
14101,10,"Franklin A Lal",10,"Newcastle","New South Wales","AU","Australia","2300"
14102,11,"Lisa L Huang",11,"North Ryde","New South Wales","AU","Australia","2113"
14103,13,"Monique W Blanco",13,"Port Macquarie","New South Wales","AU","Australia","2444"
14104,315,"Sydney M James",315,"Downey","California","US","United States","90241"
14105,336,"Jackson Zhang",336,"Lincoln Acres","California","US","United States","91950"
14106,348,"Melissa Hughes",348,"Oakland","California","US","United States","94611"
14107,50,"Alexandra J Garcia",50,"Haney","British Columbia","CA","Canada","V2W 1W2"
14108,54,"Thomas A Yang",54,"N. Vancouver","British Columbia","CA","Canada","V7L 4J4"
14109,359,"Aidan G Gonzales",359,"San Diego","California","US","United States","92102"
14110,52,"Dakota T Simmons",52,"Langley","British Columbia","CA","Canada","V3A 4R2"
14111,546,"Michael K Anderson",546,"Oregon City","Oregon","US","United States","97045"
14112,310,"Charles W Sanchez",310,"Colma","California","US","United States","94014"
14113,644,"Natalie L Lopez",644,"Walla Walla","Washington","US","United States","99362"
14114,312,"Chloe C Martin",312,"Coronado","California","US","United States","92118"
14115,539,"Samantha Gonzales",539,"Corvallis","Oregon","US","United States","97330"
14116,638,"Brianna M Torres",638,"Sedro Woolley","Washington","US","United States","98284"
14117,648,"Emma G Cook",648,"Yakima","Washington","US","United States","98901"
14118,62,"Elizabeth E Ross",62,"Royal Oak","British Columbia","CA","Canada","V8X"
14119,52,"Paige Cooper",52,"Langley","British Columbia","CA","Canada","V3A 4R2"
14120,299,"Gabrielle S Cooper",299,"Berkeley","California","US","United States","94704"
14121,611,"Devon Goel",611,"Bremerton","Washington","US","United States","98312"
14122,337,"Kaitlyn Miller",337,"Long Beach","California","US","United States","90802"
14123,22,"Erick E Mehta",22,"East Brisbane","Queensland","AU","Australia","4169"
14124,4,"Justin Li",4,"Goulburn","New South Wales","AU","Australia","2580"
14125,29,"Shane Y Gonzalez",29,"Findon","South Australia","AU","Australia","5023"
14126,39,"Andy L Dominguez",39,"Sunbury","Victoria","AU","Australia","3429"
14127,21,"Lacey L Zhang",21,"Caloundra","Queensland","AU","Australia","4551"
14128,26,"Ian W Harris",26,"Rockhampton","Queensland","AU","Australia","4700"
14129,15,"Monica A Martinez",15,"Silverwater","New South Wales","AU","Australia","2264"
14130,7,"Rebekah Serrano",7,"Malabar","New South Wales","AU","Australia","2036"
14131,2,"Javier Navarro",2,"Coffs Harbour","New South Wales","AU","Australia","2450"
14132,39,"Brandon Ross",39,"Sunbury","Victoria","AU","Australia","3429"
14133,25,"Ricardo K Kumar",25,"Hervey Bay","Queensland","AU","Australia","4655"
14134,28,"Cassandra C Fernandez",28,"Cloverdale","South Australia","AU","Australia","6105"
14135,188,"Clayton Xie",188,"Roncq","Nord","FR","France","59223"
14136,223,"Louis She",223,"Saint-Denis","Seine Saint Denis","FR","France","93400"
14137,155,"Joy A Ruiz",155,"Bottrop","Nordrhein-Westfalen","DE","Germany","46236"
14138,133,"Vincent M He",133,"Kassel","Hessen","DE","Germany","34117"
14139,168,"Meredith Sai",168,"Kiel","Saarland","DE","Germany","24044"
14140,160,"Meagan Sai",160,"Paderborn","Nordrhein-Westfalen","DE","Germany","33098"
14141,190,"Ana Bryant",190,"Villeneuve-d'Ascq","Nord","FR","France","59491"
14142,154,"Damien A Zheng",154,"Bonn","Nordrhein-Westfalen","DE","Germany","53131"
14143,246,"Jill Sandoval",246,"London","England","GB","United Kingdom","EC1R 0DU"
14144,226,"Lee A Gutierrez",226,"Cergy","Val d'Oise","FR","France","95000"
14145,197,"Jessie J Ye",197,"Paris","Seine (Paris)","FR","France","75008"
14147,155,"Marcus M Rivera",155,"Bottrop","Nordrhein-Westfalen","DE","Germany","46236"
14148,133,"Shaun L Sharma",133,"Kassel","Hessen","DE","Germany","34117"
14149,121,"Donald Srini",121,"Ingolstadt","Bayern","DE","Germany","85049"
14150,243,"Billy J Munoz",243,"Leeds","England","GB","United Kingdom","LE18"
14151,188,"Marie E Martin",188,"Roncq","Nord","FR","France","59223"
14152,190,"Luke Turner",190,"Villeneuve-d'Ascq","Nord","FR","France","59491"
14153,120,"Dylan Lewis",120,"Hof","Bayern","DE","Germany","95010"
14154,213,"Willie R Gao",213,"Verrieres Le Buisson","Essonne","FR","France","91370"
14155,261,"Olivia L Morris",261,"Newcastle upon Tyne","England","GB","United Kingdom","NT20"
14156,253,"Preston L Gonzalez",253,"London","England","GB","United Kingdom","W10 6BL"
14157,255,"Willie J Xu",255,"London","England","GB","United Kingdom","W1V 5RN"
14158,277,"Craig N Moreno",277,"York","England","GB","United Kingdom","Y024 1GF"
14159,233,"Jay Malhotra",233,"Bracknell","England","GB","United Kingdom","RG12 8TB"
14160,117,"Brittney Hu",117,"Erlangen","Bayern","DE","Germany","91054"
14161,115,"Claudia J Li",115,"Eilenburg","Brandenburg","DE","Germany","04838"
14162,131,"Brett Garcia",131,"Frankfurt","Hessen","DE","Germany","60323"
14163,153,"Ebony S Garcia",153,"Berlin","Nordrhein-Westfalen","DE","Germany","14197"
14164,130,"Kari A Smith",130,"Duesseldorf","Hessen","DE","Germany","40605"
14165,261,"Natalie L Gray",261,"Newcastle upon Tyne","England","GB","United Kingdom","NT20"
14166,208,"Elizabeth I Jenkins",208,"Saint Germain en Laye","Yveline","FR","France","78100"
14167,118,"Pamela M Subram",118,"Frankfurt","Bayern","DE","Germany","91480"
14168,207,"Edwin M Guo",207,"Chatou","Yveline","FR","France","78400"
14169,208,"Carmen E Martinez",208,"Saint Germain en Laye","Yveline","FR","France","78100"
14170,210,"Rebekah J Moreno",210,"Saint Ouen","Somme","FR","France","80610"
14171,118,"Michele A Lal",118,"Frankfurt","Bayern","DE","Germany","91480"
14172,247,"Carla Garcia",247,"London","England","GB","United Kingdom","SE1 8HL"
14173,213,"Tonya Shan",213,"Verrieres Le Buisson","Essonne","FR","France","91370"
14174,126,"Alberto A Diaz",126,"Berlin","Hessen","DE","Germany","14129"
14175,234,"Cynthia Mehta",234,"Bury","England","GB","United Kingdom","PE17"
14176,220,"Mindy Rai",220,"Bobigny","Seine Saint Denis","FR","France","93000"
14177,186,"Kenneth K Nara",186,"Dunkerque","Nord","FR","France","59140"
14178,192,"Katie Raje",192,"Paris","Seine (Paris)","FR","France","75002"
14179,156,"Claudia J Xu",156,"Braunschweig","Nordrhein-Westfalen","DE","Germany","38001"
14180,117,"Henry Patel",117,"Erlangen","Bayern","DE","Germany","91054"
14181,131,"Adriana Chandra",131,"Frankfurt","Hessen","DE","Germany","60323"
14182,145,"Steve A Lin",145,"Frankfurt am Main","Hamburg","DE","Germany","60082"
14183,260,"Robyn M Carlson",260,"Milton Keynes","England","GB","United Kingdom","MK8 8ZD"
14184,267,"Caleb Jenkins",267,"Runcorn","England","GB","United Kingdom","TY31"
14185,211,"Frank Vazquez",211,"Les Ulis","Essonne","FR","France","91940"
14186,192,"Katrina K Tang",192,"Paris","Seine (Paris)","FR","France","75002"
14187,132,"Eugene N Lu",132,"Hamburg","Hessen","DE","Germany","22001"
14188,203,"Meagan I Sanchez",203,"Paris","Seine (Paris)","FR","France","75017"
14189,128,"Krista E Martin",128,"Dresden","Hessen","DE","Germany","01071"
14190,159,"Candace D Patel",159,"München","Nordrhein-Westfalen","DE","Germany","80074"
14191,266,"Derrick Martin",266,"Reading","England","GB","United Kingdom","RG7 5H7"
14192,222,"Ronald Kapoor",222,"Pantin","Seine Saint Denis","FR","France","93500"
14193,129,"Pamela Vance",129,"Duesseldorf","Hessen","DE","Germany","40434"
14194,245,"Cassie R Rai",245,"London","England","GB","United Kingdom","E17 6JF"
14195,247,"Clinton J Blanco",247,"London","England","GB","United Kingdom","SE1 8HL"
14196,273,"Felicia R Dominguez",273,"Watford","England","GB","United Kingdom","WA3"
14197,156,"Frank C Gill",156,"Braunschweig","Nordrhein-Westfalen","DE","Germany","38001"
14198,132,"Daisy M Romero",132,"Hamburg","Hessen","DE","Germany","22001"
14199,234,"Samuel D Anderson",234,"Bury","England","GB","United Kingdom","PE17"
14200,215,"Colleen Goel",215,"Colombes","Hauts de Seine","FR","France","92700"
14201,201,"Marie C Serrano",201,"Paris","Seine (Paris)","FR","France","75013"
14202,174,"Clayton Zeng",174,"Saarbrücken","Saarland","DE","Germany","66001"
14203,220,"Seth Rodriguez",220,"Bobigny","Seine Saint Denis","FR","France","93000"
14204,205,"Chelsea S Sara",205,"Lieusaint","Seine et Marne","FR","France","77127"
14205,218,"Wesley R Wu",218,"Sèvres","Hauts de Seine","FR","France","92310"
14206,133,"Edwin West",133,"Kassel","Hessen","DE","Germany","34117"
14207,134,"José E Saraiva",134,"München","Hessen","DE","Germany","80074"
14208,239,"Eugene A Xu",239,"Gloucestershire","England","GB","United Kingdom","GL7 1RY"
14209,5,"Craig Ramos",5,"Lane Cove","New South Wales","AU","Australia","1597"
14210,38,"Jenny E Tang",38,"South Melbourne","Victoria","AU","Australia","3205"
14211,23,"Emma Bradley",23,"Gold Coast","Queensland","AU","Australia","4217"
14212,3,"Erick W Madan",3,"Darlinghurst","New South Wales","AU","Australia","2010"
14213,9,"Autumn A Guo",9,"Milsons Point","New South Wales","AU","Australia","2061"
14214,7,"Robyn Munoz",7,"Malabar","New South Wales","AU","Australia","2036"
14215,28,"Stacey Yang",28,"Cloverdale","South Australia","AU","Australia","6105"
14216,37,"Edwin J Zheng",37,"Seaford","Victoria","AU","Australia","3198"
14217,2,"Terrance T Lopez",2,"Coffs Harbour","New South Wales","AU","Australia","2450"
14218,39,"Karl J Kumar",39,"Sunbury","Victoria","AU","Australia","3429"
14219,12,"Christy Ye",12,"North Sydney","New South Wales","AU","Australia","2055"
14220,5,"Latasha Romero",5,"Lane Cove","New South Wales","AU","Australia","1597"
14221,17,"Glenn C Zhao",17,"St. Leonards","New South Wales","AU","Australia","2065"
14222,3,"Dawn A Zhang",3,"Darlinghurst","New South Wales","AU","Australia","2010"
14223,31,"Larry Rubio",31,"Hobart","Tasmania","AU","Australia","7001"
14224,5,"Tamara M She",5,"Lane Cove","New South Wales","AU","Australia","1597"
14225,24,"Alisha J Chen",24,"Hawthorne","Queensland","AU","Australia","4171"
14226,6,"Heidi Mehta",6,"Lavender Bay","New South Wales","AU","Australia","2060"
14227,9,"Alison Xu",9,"Milsons Point","New South Wales","AU","Australia","2061"
14228,35,"Arturo C Raje",35,"Melbourne","Victoria","AU","Australia","3000"
14229,34,"Allen B Perez",34,"Geelong","Victoria","AU","Australia","3220"
14230,27,"Luis L Coleman",27,"Townsville","Queensland","AU","Australia","4810"
14231,29,"Kari E Sai",29,"Findon","South Australia","AU","Australia","5023"
14232,26,"Omar C Huang",26,"Rockhampton","Queensland","AU","Australia","4700"
14233,7,"Ricardo A She",7,"Malabar","New South Wales","AU","Australia","2036"
14234,30,"Gina Romero",30,"Perth","South Australia","AU","Australia","6006"
14235,19,"Larry T Alvarez",19,"Wollongong","New South Wales","AU","Australia","2500"
14236,35,"Abigail S Richardson",35,"Melbourne","Victoria","AU","Australia","3000"
14237,28,"Kate Andersen",28,"Cloverdale","South Australia","AU","Australia","6105"
14238,19,"Jay C Gonzalez",19,"Wollongong","New South Wales","AU","Australia","2500"
14239,334,"Maria W Peterson",334,"Lakewood","California","US","United States","90712"
14240,623,"Caroline Foster",623,"Kirkland","Washington","US","United States","98033"
14241,312,"Grace Wood",312,"Coronado","California","US","United States","92118"
14242,611,"Rafael V Ye",611,"Bremerton","Washington","US","United States","98312"
14243,546,"Gregory R Winston",546,"Oregon City","Oregon","US","United States","97045"
14244,53,"Jennifer B Griffin",53,"Metchosin","British Columbia","CA","Canada","V9"
14245,553,"Ana R Russell",553,"Woodburn","Oregon","US","United States","97071"
14246,325,"Devin A Garcia",325,"Glendale","California","US","United States","91203"
14247,641,"Hunter L Allen",641,"Spokane","Washington","US","United States","99202"
14248,298,"Misty A Tang",298,"Bellflower","California","US","United States","90706"
14249,343,"Eduardo J Thomas",343,"National City","California","US","United States","91950"
14250,311,"Adam A Collins",311,"Concord","California","US","United States","94519"
14251,368,"Alex Brooks",368,"Santa Cruz","California","US","United States","95062"
14252,547,"Destiny G Cook",547,"Portland","Oregon","US","United States","97205"
